Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
2217	Hey! Can you take a duck and a chick to the theatre?	Chandler	neutral	neutral	225	2	3	22	00:03:39,677	00:03:43,847
2218	Of course not.	Monica	sadness	negative	225	3	3	22	0:03:45,183	0:03:46,101
2219	No.	Phoebe	neutral	neutral	225	4	3	22	0:03:46,101	0:03:46,587
2220	Okay. I just wanted them to hear it from somebody else.	Chandler	neutral	neutral	225	5	3	22	00:03:46,684	00:03:49,770
2221	So how are things going with [NAME]?	Phoebe	neutral	neutral	226	0	6	23	00:01:33,927	00:01:36,345
2222	[NAME].	Rachel	joy	positive	226	1	6	23	00:01:36,513	00:01:37,846
2223	Although y'know, he-he's a private guy.	Rachel	neutral	neutral	226	2	6	23	00:01:38,014	00:01:40,641
2224	Y'know, I wish I could get him to open up a little bit, share some feelings.	Rachel	sadness	negative	226	3	6	23	00:01:40,809	00:01:44,019
2225	That's easy! You just have to think of him as a-as a jar of pickles that won't open.	Phoebe	neutral	neutral	226	4	6	23	00:01:44,187	00:01:48,857
2226	So what are you saying. I should run him under hot water and bang his head against a table?	Rachel	surprise	negative	226	5	6	23	00:01:50,693	00:01:54,696
2227	No that's what you do when you want to get the truth out of someone.	Phoebe	neutral	neutral	226	6	6	23	00:01:56,116	00:01:59,660
2228	Hi honey.	Paul	neutral	neutral	226	7	6	23	0:02:03,331	0:02:04,353
2229	Hi!	Rachel	joy	positive	226	8	6	23	0:02:04,353	0:02:05,252
2230	Okay, [NAME], I won't tell your daddy that you had ice cream for dinner, if you don't tell about our little bonking incident.	Monica	fear	negative	227	0	3	8	00:12:07,935	00:12:17,277
2231	[NAME], number one, I don't think [NAME] understands the concept of bribery, and number two, I... What?!	Rachel	surprise	negative	227	1	3	8	00:12:11,939	00:12:19,154
2232	You said number two.	Joey	neutral	neutral	227	2	3	8	00:12:20,656	00:12:23,116
2233	I also said number one.	Rachel	neutral	neutral	227	3	3	8	00:12:26,120	00:12:27,412
2234	Remind me to review with you which pot is decaf and which is regular.	Gunther	neutral	neutral	228	0	3	10	00:11:07,958	00:11:12,170
2235	Can't I just look at the handles on them?	Rachel	neutral	neutral	228	1	3	10	00:11:13,547	00:11:16,091
2236	You would think.	Gunther	neutral	neutral	228	2	3	10	00:11:16,258	00:11:18,009
2237	Okay, fine.	Rachel	neutral	neutral	228	3	3	10	00:11:18,636	00:11:22,806
2238	Gunther, y'know what, I am a terrible waitress, do you know why I'm a terrible waitress?	Rachel	anger	negative	228	4	3	10	0:11:18,636	0:11:25,226
2239	Because, I don't care.	Rachel	neutral	neutral	228	5	3	10	0:11:25,226	0:11:26,770
2240	I don't care.	Rachel	neutral	neutral	228	6	3	10	00:11:27,353	00:11:30,647
2241	I don't care which pot is regular and which pot is decaf, I don't care where the tray spot is, I just don't care, this is not what I want to do.	Rachel	anger	negative	228	7	3	10	00:11:27,353	00:11:36,069
2242	So I don't think I should do it anymore.	Rachel	sadness	negative	228	8	3	10	00:11:37,279	00:11:40,156
2243	I'm gon na give you my weeks notice.	Rachel	sadness	negative	228	9	3	10	0:11:41,534	0:11:42,796
2244	What?!	Gunther	surprise	negative	228	10	3	10	0:11:42,796	0:11:44,010
2245	Gunther, I quit.	Rachel	sadness	negative	228	11	3	10	00:11:44,120	00:11:45,328
2246	Does this mean we're gon na have to start paying for coffee?	Chandler	surprise	negative	228	12	3	10	00:11:48,124	00:11:51,042
2247	Ohh, I mean it's just so realistic!	Rachel	joy	positive	229	0	6	16	00:02:31,818	00:02:34,444
2248	I know. Yeah, his name is [NAME].	Joey	neutral	neutral	229	1	6	16	00:02:34,612	00:02:39,741
2249	[NAME] the dog. Oh! Oh! I get it!!	Rachel	joy	positive	229	2	6	16	00:02:36,656	00:02:43,370
2250	Do you uh, do youready for a refill?	Joey	neutral	neutral	229	3	6	16	00:02:47,750	00:02:53,397
2251	Oh, I probably shouldn'tso I will! Oh! Wow! It's like it's raining!	Rachel	surprise	positive	229	4	6	16	00:02:49,919	00:03:03,557
2252	Pretty cool, huh?	Joey	joy	positive	229	5	6	16	00:03:01,139	00:03:03,557
2253	But if you're thinking you can put a fish in there and it wouldn't get sucked up into the mechanism, well you'd be wrong.	Joey	neutral	neutral	229	6	6	16	00:03:03,725	00:03:09,062
2254	Umm, can I use your bathroom?	Rachel	neutral	neutral	229	7	6	16	00:03:11,065	00:03:12,900
2255	It's uh, right through there.	Joey	neutral	neutral	229	8	6	16	00:03:13,067	00:03:17,237
2256	Okay. God y'know, if someone told me a week ago that I would be peeing in [NAME] Tribbiani's apartment	Rachel	joy	positive	229	9	6	16	00:03:19,449	00:03:25,078
2257	Yeah, life's pretty great isn't it?	Joey	joy	positive	229	10	6	16	00:03:25,246	00:03:27,748
2259	You know, I think I was sixteen.	Joey	neutral	neutral	230	0	2	1	00:10:25,333	00:10:28,126
2260	Please, just a little bit off the back.	Monica	neutral	neutral	230	1	2	1	00:10:30,254	00:10:33,048
2261	I 'm still on `` no. ''	Phoebe	neutral	neutral	230	2	2	1	00:10:33,215	00:10:34,549
2262	Uh, morning. Do you guys think you could close your eyes for just a sec?	Rachel	neutral	neutral	230	3	2	1	00:10:37,011	00:10:41,097
2263	No-no-no-no-no, I 'm not fallin'for that again.	Joey	anger	negative	230	4	2	1	00:10:41,265	00:10:44,434
2264	What 's goin'on?	Phoebe	neutral	neutral	230	5	2	1	0:10:46,854	0:10:47,996
2265	Well, I sorta did a stupid thing last night.	Rachel	neutral	neutral	230	6	2	1	0:10:47,996	0:10:50,162
2266	What stupid thing did you do?	Chandler	neutral	neutral	230	7	2	1	00:10:50,274	00:10:52,067
2267	Ewww!	Phoebe	disgust	negative	230	8	2	1	00:10:54,278	00:10:55,962
2268	I know.	Chandler	neutral	neutral	231	0	3	21	00:16:50,718	00:16:52,260
2269	See, yes.	Chandler	neutral	neutral	231	1	3	21	00:16:53,721	00:16:55,847
2270	That's [NAME] Bleeth, she's a completely different kind of chick.	Chandler	neutral	neutral	231	2	3	21	00:16:53,721	00:16:58,850
2271	I love you both.	Chandler	neutral	neutral	231	3	3	21	00:17:02,896	00:17:04,814
2272	But in very different ways.	Chandler	neutral	neutral	231	4	3	21	00:17:06,025	00:17:08,484
2273	Hey!	Joey	surprise	positive	231	5	3	21	0:17:09,361	0:17:10,283
2274	Hey!	Chandler	surprise	positive	231	6	3	21	0:17:10,283	0:17:11,239
2276	I did! But the store wouldn't take her back! So then I took her to the shelter, and you know what I found out?	Chandler	anger	negative	231	7	3	21	00:17:16,493	00:17:22,123
2277	If they can't find a home for her, they kill her! And I'm not gon na let that happen to little [NAME]!	Chandler	anger	negative	231	8	3	21	00:17:28,130	00:17:34,135
2278	Okay, good, good, good, cause, good, cause I was kinda having second thoughts too.	Joey	fear	negative	231	9	3	21	00:17:36,555	00:17:40,391
2279	Okay. And it's not just chicks y'know? It's all kinds of other animals!	Chandler	disgust	negative	231	10	3	21	00:17:40,559	00:17:44,479
2280	That's horrible! Well, you did the right thing man.	Joey	disgust	negative	231	11	3	21	00:17:44,646	00:17:47,315
2281	Thanks, I'm glad you see it that way.	Chandler	joy	positive	231	12	3	21	00:17:47,483	00:17:49,442
2282	Ohhh-hoo, funny story!	Chandler	joy	positive	231	13	3	21	00:18:01,622	00:18:03,581
2283	So [NAME], have you heard about [NAME] 's secret boyfriend?	Rachel	neutral	neutral	232	0	5	4	00:05:54,270	00:05:57,731
2284	Uhh, yeah. She uh, she uh, she uh might 've mentioned him.	Chandler	neutral	neutral	232	1	5	4	00:05:57,899	00:06:01,902
2285	So Mon, when are we gon na meet this new secret waiter man?	Rachel	neutral	neutral	232	2	5	4	00:06:02,653	00:06:06,907
2286	Ohh, he 's really shy. I-I don't think he 's up to meeting everyone yet.	Monica	neutral	neutral	232	3	5	4	00:06:07,075	00:06:10,327
2287	Yeah, I do n't think he 's up to meeting everyone yet.	Chandler	neutral	neutral	232	4	5	4	00:06:10,495	00:06:12,913
2288	I don't care! I wan na meet this guy who 's the best sex she ever had!	Rachel	joy	positive	232	5	5	4	00:06:13,456	00:06:17,501
2289	Really?! That 's what you heard? You said that?	Chandler	surprise	positive	232	6	5	4	00:06:18,711	00:06:24,424
2290	I might 've said that. Why is that funny?	Monica	neutral	neutral	232	7	5	4	00:06:24,692	00:06:30,764
2291	Because I 'm very happy for him! And	Chandler	joy	positive	232	8	5	4	00:06:31,599	00:06:34,434
2292	Hi!	Ross	sadness	negative	232	9	5	4	00:06:39,732	00:06:41,149
2297	Did you get all this stuff for [NAME] to try and drive me out of the apartment?	Rachel	anger	negative	233	0	7	10	00:11:07,917	00:11:12,253
2298	Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!	Rachel	disgust	negative	233	1	7	10	00:11:13,964	00:11:18,385
2299	Fish!	Phoebe	surprise	negative	233	2	7	10	00:11:19,512	00:11:21,221
2300	It would n't have mattered anyway, [NAME], you and I are, are gon na live together, we 're roommates ; that 's the deal.	Rachel	neutral	neutral	233	3	7	10	00:11:22,139	00:11:27,435
2301	Yes, but I wanted you to want to live with me, but okay, if you 're having so much fun over here	Phoebe	sadness	negative	233	4	7	10	00:11:27,603	00:11:32,857
2302	Oh, it 's so much more fun with you.	Rachel	joy	positive	233	5	7	10	00:11:33,025	00:11:35,193
2303	We did have fun, did n't we?	Phoebe	joy	positive	233	6	7	10	0:11:35,361	0:11:36,446
2304	We did!	Rachel	joy	positive	233	7	7	10	0:11:36,446	0:11:38,212
2305	Oh, anyway, they say, if we want, we can see it tonight.	Phoebe	neutral	neutral	233	8	7	10	00:11:39,281	00:11:41,41
2306	Oh, I would love to!	Rachel	joy	positive	233	9	7	10	0:11:41,659	0:11:42,827
2307	Yay, okay!	Phoebe	joy	positive	233	10	7	10	0:11:42,827	0:11:43,842
2308	[NAME], good, good, good, good.	Rachel	joy	positive	233	11	7	10	00:11:43,953	00:11:46,955
2309	Great, all right, okay, and [NAME] ask me to make the drumming stop.	Phoebe	neutral	neutral	233	12	7	10	00:11:43,953	00:11:49,916
2310	Um... Done!	Rachel	neutral	neutral	233	13	7	10	00:11:50,918	00:11:56,673
2316	Okay, it's coffee.	Ross	neutral	neutral	234	0	3	22	00:15:56,372	00:15:57,538
2317	Ice coffee? Tell me it's ice coffee!	Tommy	surprise	negative	234	1	3	22	00:15:57,706	00:16:00,041
2318	It's-it's hot	Ross	neutral	neutral	234	2	3	22	0:16:01,710	0:16:02,972
2319	Hot coffee!!!	Tommy	surprise	negative	234	3	3	22	0:16:02,972	0:16:04,762
2320	You idiot!!	Tommy	anger	negative	234	4	3	22	0:16:04,880	0:16:07,932
2321	You were gon na spill hot coffee all over me, huh?!!	Tommy	anger	negative	234	5	3	22	0:16:07,932	0:16:08,572
2322	What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?!	Tommy	anger	negative	234	6	3	22	00:16:08,676	00:16:12,428
2323	Huh?	Tommy	anger	negative	234	7	3	22	00:16:12,596	00:16:14,389
2325	What's your favourite thing about summertime?	Rachel	neutral	neutral	234	8	3	22	00:16:17,559	00:16:19,811
2326	Umm, going to the beach. When it stays light real late.	Monica	neutral	neutral	234	9	3	22	00:16:19,979	00:16:23,898
2327	Yeah	Rachel	neutral	neutral	234	10	3	22	00:16:24,066	00:16:25,400
2328	Hey!	Tommy	surprise	positive	234	11	3	22	00:16:26,402	00:16:29,028
2329	Tommyyyy! Say, what's your favourite thing about summer?	Rachel	joy	positive	234	12	3	22	00:16:29,196	00:16:31,000
2330	Ooh, I don't know. Probably the smell of freshly cut grass.	Tommy	neutral	neutral	234	13	3	22	00:16:31,532	00:16:35,535
2331	Ohh, that's a good one.	Chandler	joy	positive	234	14	3	22	00:16:35,703	00:16:37,578
2332	OK, try this salmon mousse.	Monica	neutral	neutral	235	0	1	15	00:07:05,049	00:07:07,884
2333	Mmmm. [NAME].	Joey	joy	positive	236	0	6	19	00:07:08,845	00:07:10,762
2334	Is it better than the other salmon mousse?	Monica	neutral	neutral	237	0	1	15	00:07:10,930	00:07:13,390
2335	It 's creamier.	Joey	neutral	neutral	237	1	1	15	00:07:14,142	00:07:15,684
2336	Yeah, well, is that	Monica	neutral	neutral	237	2	1	15	00:07:15,852	00:07:18,019
2337	I do n't know. We 're talking about whipped fish, [NAME]. I 'm just happy I 'm keeping it down, y'know?	Joey	disgust	negative	237	3	1	15	00:07:18,187	00:07:24,818
2338	My God! What happened to you?	Rachel	surprise	negative	237	4	1	15	00:07:30,950	00:07:32,617
2339	Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?	Chandler	disgust	negative	237	5	1	15	00:07:32,785	00:07:40,333
2340	`` You are ideally suited for a career in data processing for a large multinational corporation. ''	Chandler	anger	negative	237	6	1	15	00:07:40,918	00:07:45,714
2341	That 's so great! 'Cause you already know how to do that!	Phoebe	joy	positive	237	7	1	15	00:07:46,966	00:07:50,385
2342	Can you believe it? I mean, do n't I seem like somebody who should be doing something really	Chandler	anger	negative	237	8	1	15	00:07:50,970	00:07:56,475
2343	Oh [NAME], I know, I know... oh, hey! You can see your nipples through this shirt!	Rachel	sadness	negative	237	9	1	15	00:08:02,315	00:08:09,154
2344	Here you go, maybe this 'll cheer you up.	Monica	joy	positive	237	10	1	15	00:08:13,367	00:08:15,577
2345	Ooh, you know, I had a grape about five hours ago, so I 'd better split this with you.	Chandler	neutral	neutral	237	11	1	15	00:08:16,496	00:08:20,832
2346	I thought it was gon na be a closed casket.	Ross	neutral	neutral	238	0	1	8	00:08:28,466	00:08:30,383
2347	Well, that does n't mean she ca n't look nice!	Mrs. Geller	sadness	negative	238	1	1	8	00:08:30,593	00:08:33,553
2348	Sweetie, you think you can get in there?	Mrs. Geller	neutral	neutral	238	2	1	8	00:08:38,476	00:08:41,061
2349	I do n't see why not.	Ross	neutral	neutral	238	3	1	8	00:08:41,479	00:08:43,188
2350	Here 's my retainer!	Ross	neutral	neutral	238	4	1	8	00:09:02,375	00:09:03,542
2351	Someone in there?	Gunther	neutral	neutral	239	0	3	14	00:03:52,941	00:03:54,733
2352	No. This is just part of a dare devil game that I play called wait until the last moment before I burst and die.'	Chandler	anger	negative	239	1	3	14	00:03:55,318	00:04:01,657
2353	Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?	Chandler	surprise	positive	239	2	3	14	00:04:02,116	00:04:08,872
2354	Someone was in the lady 's room, I couldn't wait. I left the lid up for ya though.	Woman	neutral	neutral	239	3	3	14	00:04:09,874	00:04:15,170
2355	Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah,. This is the part where you say your name.	Chandler	neutral	neutral	239	4	3	14	00:04:16,673	00:04:24,846
2356	[NAME].	Woman	neutral	neutral	239	5	3	14	0:04:25,014	0:04:26,646
2357	[NAME]. I'm talking to [NAME], so....	Chandler	neutral	neutral	239	6	3	14	0:04:26,646	0:04:28,535
2358	Don't you have to use the bathroom?	Ginger	neutral	neutral	239	7	3	14	00:04:32,272	00:04:35,357
2359	Nope, nope, I'd just ah, I'd rather talk to you.	Chandler	neutral	neutral	239	8	3	14	00:04:35,525	00:04:38,360
2360	Yes, I do.	Chandler	neutral	neutral	239	9	3	14	00:04:39,362	00:04:40,988
2361	Yes, I do have to go to the bathroom.	Chandler	neutral	neutral	239	10	3	14	00:04:41,531	00:04:44,074
2362	Someone in here.	Gunther	neutral	neutral	239	11	3	14	00:04:44,534	00:04:46,535
2363	I'm going to keep dating him Mother, and there's nothing you can do about it!	Dina	anger	negative	240	0	7	15	00:04:38,069	00:04:40,487
2364	Oh yes there is!	Jessica Lockhart	anger	negative	240	1	7	15	00:04:40,697	00:04:41,780
2365	What are you going to do? Kill him? Like you did with [NAME]?!	Dina	anger	negative	240	2	7	15	00:04:41,948	00:04:45,158
2368	Oh, my baby!	Jessica Lockhart	sadness	negative	240	3	7	15	00:04:47,161	00:04:49,997
2369	That was a great scene! And-and-and that slap looks so real! How do you do that?	Joey	surprise	positive	240	4	7	15	00:05:00,049	00:05:04,594
2370	Oh, just years of experience.	Cecilia	neutral	neutral	240	5	7	15	0:05:04,804	0:05:06,856
2371	Can I get some ice here?!	Dina	sadness	negative	240	6	7	15	0:05:06,856	0:05:08,496
2372	Oh anyway, I just wanted to say how wonderful I think you are.	Joey	joy	positive	240	7	7	15	00:05:10,184	00:05:12,936
2373	You're not the fan who's dying are you?	Cecilia	neutral	neutral	240	8	7	15	00:05:13,354	00:05:15,856
2376	No. No, I'm [NAME] Tribbiani ; we did a scene together yesterday. I-I'm the guy in the coma!	Joey	joy	positive	240	9	7	15	0:05:16,316	0:05:21,208
2377	Oh that was a real person?!	Cecilia	surprise	positive	240	10	7	15	0:05:21,208	0:05:23,720
2378	An-an-anyway I-I just wanted to say that since I'm getting your brain when you leave the show, I was wondering if there was any tips you can give me	Joey	neutral	neutral	240	11	7	15	00:05:26,159	00:05:33,415
2379	I-I-I'm leaving the show?	Cecilia	surprise	negative	240	12	7	15	00:05:30,204	00:05:33,415
2380	I don't know. Why? Did you hear something?	Joey	neutral	neutral	240	13	7	15	00:05:33,583	00:05:35,876
2381	Who told you that?	Cecilia	surprise	negative	240	14	7	15	00:05:37,545	00:05:40,088
2382	Oh uh, one of the writers.	Joey	sadness	negative	240	15	7	15	0:05:40,256	0:05:41,341
2383	Which one? Was it bald or was it tall?	Cecilia	surprise	negative	240	16	7	15	0:05:41,341	0:05:43,567
2385	Feel better?	Phoebe	neutral	neutral	241	0	7	22	0:20:55,254	0:20:56,047
2386	Yeah!	Joey	joy	positive	241	1	7	22	0:20:56,047	0:20:56,719
2387	Much!	Joey	joy	positive	241	2	7	22	0:20:56,719	0:20:58,501
2388	Listen uh, not that I'm y'know insecure about my manhood or anything y'know, but I think I need to hook up with a woman like right now.	Joey	neutral	neutral	241	3	7	22	00:20:58,590	00:21:08,683
2389	Yeah, I understand.	Phoebe	neutral	neutral	241	4	7	22	0:21:09,142	0:21:09,954
2390	Yeah! Okay! Hey! Hi!	Joey	joy	positive	241	5	7	22	0:21:09,954	0:21:18,146
2391	Hi!	Woman	joy	positive	241	6	7	22	0:21:18,146	0:21:18,702
2392	Y'know, you look familiar. Do I know you from somewhere?	Joey	surprise	positive	241	7	7	22	00:21:18,819	00:21:21,404
2393	I don't think so.	Woman	neutral	neutral	241	8	7	22	00:21:21,571	00:21:22,905
2394	Oh! Maybe it's because I'm on television. I'm an actor on	Joey	joy	positive	241	9	7	22	00:21:23,073	00:21:31,497
2395	Wow!	Woman	surprise	positive	241	10	7	22	0:21:27,619	0:21:30,331
2396	Yeah.	Joey	neutral	neutral	241	11	7	22	0:21:30,331	0:21:31,333
2397	Really?!	Woman	surprise	positive	241	12	7	22	0:21:31,333	0:21:31,591
2399	$ 4.50 please.	Waitress	neutral	neutral	241	13	7	22	0:21:31,707	0:21:46,639
2400	Oh, let me get this. These are for you.	Joey	neutral	neutral	241	14	7	22	0:21:46,639	0:21:46,779
2401	Alright, alright, alright.	Chandler	neutral	neutral	242	0	1	7	0:03:54,651	0:04:00,616
2402	It 's been fourteen and a half minutes and you still have not said one word.	Chandler	anger	negative	242	1	1	7	0:04:00,616	0:04:00,756
2403	Oh God, do something.	Chandler	anger	negative	242	2	1	7	0:04:00,756	0:04:01,892
2404	Just make contact, smile!	Chandler	anger	negative	242	3	1	7	0:04:01,892	0:04:04,761
